NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	18	18	11	46	37	40	35	47	11	9	21	34	1	45	11	4	35	15	31	11	22	17	39	2	9	22	31	15	17	23	17	26	33	31	22	23	24	28	40	47	31	30	32	4	47	34	3	2	37	8	50	48	36	39	22	22	15	11	34	1	38	15	44	19	24	11	5	31	24	7	9	34	35	19	8	12	29	31	19	18	35	33	21	34	14	40	31	11	10	5	20	23	30	5	27	29	37	43	16	2	33	37	49	35	17	25	12	11	25	34	47	19	18	19	41	3	1	39	17	36	5	38	18	45	25	23	10	35	20	20	32	45	13	12	40	26	22	35	32	7	28	10	44	8	27	20	4	48	15	10	19	50	8	45	7	3	24	41	11	28	26	23	31	34	20	36	27	2	45	40	34	8	30	22	24	17	14	21	43	18	27	1	10	19	12	38	35	26	44	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	10	11	35	38	17	44	7	30	31	47	15	4	8	14	46	6	34	1	11	40	50	8	39	27	4	46	14	47	29	38	46	39	23	19	32	7	38	10	18	30	37	7	39	23	12	4	6	45	13	20	10	29	47	32	23	8	46	45	43	36	40	11	16	47	47	50	49	44	10	46	9	27	32	3	6	19	43	21	39	14	36	13	6	24	30	15	10	15	32	44	44	4	50	13	22	18	45	24	22	9	9	8	33	49	30	45	8	8	10	19	6	30	29	24	10	16	42	37	13	14	26	42	39	9	4	44	37	45	48	22	40	29	8	28	29	33	16	45	31	21	40	15	13	40	24	22	18	29	38	25	48	26	25	47	34	34	34	9	32	39	33	13	7	16	38	31	28	25	26	5	1	14	22	8	47	13	29	4	44	44	40	2	32	31	44	47	41	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	32	37	2	9	22	44	11	32	25	26	22	29	11	12	48	50	20	34	45	23	14	31	39	29	16	10	49	2	15	43	2	4	21	3	21	24	15	6	31	40	28	32	11	21	4	44	32	5	26	15	49	16	4	13	49	14	3	23	29	14	30	25	43	39	31	47	27	14	26	42	26	42	27	15	18	14	46	38	43	31	34	35	16	27	3	49	23	38	12	46	43	19	45	33	19	6	43	7	15	7	50	32	15	15	13	15	16	24	14	6	2	14	17	16	50	19	47	38	26	27	33	45	19	35	23	47	13	38	3	1	49	42	22	28	15	18	45	12	33	39	27	1	4	20	43	17	25	14	3	3	45	12	24	11	36	34	43	21	48	11	21	7	1	14	22	40	34	6	30	43	38	37	15	28	11	50	45	18	31	45	18	9	44	30	38	24	27	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	25	6	16	7	46	5	46	47	11	43	4	16	6	46	18	21	18	18	47	29	29	22	2	16	2	48	21	24	42	25	49	36	50	9	24	42	5	39	28	16	21	49	31	10	28	2	37	17	15	32	39	28	38	2	6	10	28	33	12	38	12	4	33	18	20	7	5	9	37	39	1	49	42	43	36	46	30	35	2	4	3	20	12	50	46	4	34	38	49	25	42	16	22	11	31	28	34	6	43	49	19	1	32	16	47	30	19	26	43	22	48	46	34	1	33	38	24	20	23	4	24	12	11	15	13	6	16	47	41	10	23	40	50	33	29	25	4	10	18	17	41	49	38	10	29	38	18	1	20	15	48	18	12	12	3	15	47	8	17	23	1	6	45	1	35	10	20	32	23	9	9	20	44	2	19	22	26	26	12	16	2	37	14	35	27	41	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	36	49	41	36	9	5	19	2	33	21	21	35	9	9	47	22	22	34	6	37	6	48	7	7	12	27	49	17	27	19	31	47	30	11	21	20	37	32	28	32	30	37	18	12	9	24	36	3	14	36	20	34	49	14	42	9	46	30	15	44	1	22	3	43	25	21	44	25	27	12	18	16	23	39	41	1	7	10	23	32	19	4	27	43	44	9	21	2	38	45	11	1	47	50	17	5	6	14	27	38	8	20	30	4	3	42	11	3	31	25	19	22	17	16	16	33	44	34	23	3	39	40	3	35	33	37	50	14	49	7	43	41	42	30	8	10	15	43	35	30	13	13	26	35	19	39	12	47	42	45	39	24	26	34	7	28	24	20	26	34	2	21	16	49	16	27	7	13	43	33	39	18	9	46	10	47	43	37	9	3	31	30	31	31	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	38	4	43	48	5	35	18	44	24	14	28	37	17	31	35	4	5	31	45	29	40	1	19	20	27	9	34	5	23	30	48	14	45	37	34	23	50	28	25	41	36	41	34	48	29	42	11	21	35	12	18	33	32	31	2	32	4	21	1	45	41	32	3	1	16	19	11	28	2	5	5	23	4	34	1	30	39	1	2	33	7	37	18	27	1	26	3	6	40	47	28	30	19	19	11	5	37	19	6	20	43	41	46	34	38	12	1	49	48	36	25	13	35	41	20	25	30	29	48	14	39	8	3	18	28	18	32	40	26	12	42	7	4	13	30	12	44	17	43	9	47	24	6	47	4	33	12	35	40	36	7	5	35	27	10	27	41	1	44	49	3	26	9	30	1	43	6	35	4	6	20	19	21	21	31	11	1	34	34	48	2	24	12	32	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	40	24	50	20	15	19	17	46	13	47	22	15	23	38	1	24	42	47	18	35	3	46	5	7	25	34	49	36	38	39	24	4	21	20	25	21	23	47	11	14	18	4	25	34	27	21	42	1	14	12	12	44	7	12	1	35	6	42	16	17	34	20	19	36	10	15	26	13	17	2	50	42	20	9	20	16	47	50	37	43	2	48	29	25	12	21	17	32	10	47	4	32	20	3	27	18	50	11	16	9	33	11	45	26	22	17	12	28	47	39	8	15	10	49	47	31	10	28	37	27	30	34	33	34	5	43	10	42	14	44	26	3	3	45	15	25	11	17	21	16	22	4	36	16	39	26	44	26	31	21	40	38	30	48	31	42	4	50	26	16	17	43	24	39	39	16	10	43	8	21	32	27	5	26	31	16	15	22	2	35	23	2	8	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	27	18	5	44	17	24	30	23	9	25	50	16	11	37	21	20	46	9	36	48	25	27	23	13	20	16	29	17	42	3	23	21	42	36	37	7	4	17	43	30	37	17	26	6	7	28	29	5	6	21	26	32	40	41	19	18	1	30	29	47	7	42	42	27	21	9	23	5	2	14	19	20	31	40	1	48	45	37	50	41	41	8	22	2	6	34	25	11	38	19	33	28	30	26	30	6	28	7	38	22	39	44	33	38	28	18	40	38	3	16	32	10	34	43	35	22	29	30	48	3	9	19	29	3	2	8	17	31	2	31	20	4	45	14	27	27	22	2	37	42	7	5	49	1	17	12	24	5	35	45	8	13	38	44	47	35	18	30	49	23	47	1	23	31	28	35	15	32	49	36	42	5	20	21	39	8	20	34	42	33	44	35	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	30	50	45	11	25	6	7	48	31	24	21	35	48	47	46	8	44	3	27	5	14	20	41	42	21	31	44	23	14	32	12	40	37	13	35	34	16	8	13	36	50	26	45	35	33	5	8	17	47	7	24	21	30	11	19	45	22	48	26	42	10	30	43	18	2	13	26	11	50	35	22	32	36	11	2	50	46	10	47	10	3	40	9	18	35	37	33	11	38	24	8	22	9	34	33	6	30	2	50	16	1	1	49	7	15	41	43	8	7	34	49	31	21	1	24	49	20	14	44	1	32	24	44	11	46	18	11	36	3	18	1	36	45	10	38	4	28	3	42	4	27	27	17	15	24	40	7	28	33	42	44	42	33	28	2	30	11	10	34	43	17	18	40	26	9	24	23	49	6	1	21	19	4	13	49	24	36	21	42	20	12	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	26	25	15	10	18	33	45	50	15	26	4	13	10	5	8	3	49	31	23	23	7	20	10	19	16	44	14	39	8	24	26	47	3	48	12	50	11	10	37	11	32	29	46	8	7	46	42	30	15	31	43	14	43	30	3	6	31	27	3	6	7	29	8	5	3	10	15	46	37	37	40	13	14	29	22	46	11	26	33	24	34	35	31	35	43	1	15	20	30	30	10	43	31	12	14	14	35	37	40	50	16	4	8	17	32	33	24	45	37	34	38	36	33	21	42	46	1	41	49	43	8	1	7	28	29	34	31	35	8	39	1	37	23	19	26	40	43	28	13	35	27	46	17	27	8	5	32	50	43	46	13	50	9	18	8	33	39	46	25	1	25	36	15	21	48	50	11	7	30	14	49	21	21	13	38	3	12	12	31	13	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	28	10	33	35	38	18	37	15	30	11	35	34	14	35	9	35	23	47	41	23	1	48	4	21	28	19	11	37	46	31	19	20	32	8	12	44	14	14	38	8	16	41	49	24	14	22	28	12	7	23	44	42	44	38	14	18	22	47	6	18	46	34	1	23	4	33	28	39	42	3	32	29	30	14	13	3	27	32	30	42	9	49	38	23	10	2	11	29	36	28	13	1	14	30	38	49	39	29	33	4	18	45	28	3	6	30	49	33	7	37	44	47	34	37	17	40	22	10	6	42	2	36	47	14	20	15	6	1	13	39	45	3	47	6	49	23	23	1	8	17	15	4	22	47	16	33	43	37	23	48	7	2	14	38	6	49	15	6	35	9	39	37	22	27	20	45	44	28	3	34	40	26	27	25	41	25	6	32	21	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	20	45	4	26	7	12	46	20	29	4	39	11	20	3	6	13	20	3	43	17	27	34	26	3	24	32	31	10	32	1	3	28	9	14	21	34	23	29	45	17	36	1	3	19	11	25	43	10	45	38	16	2	10	38	44	13	20	14	5	2	28	9	29	45	27	19	4	46	7	7	29	45	20	26	13	3	11	49	41	2	21	3	15	38	16	27	40	8	49	33	35	19	33	23	37	27	46	32	28	17	8	33	14	47	41	13	49	39	37	46	19	36	7	34	26	11	19	17	14	31	37	11	50	28	47	10	21	48	41	36	19	21	18	21	45	50	27	42	8	18	25	42	26	16	42	22	15	30	7	40	5	26	14	35	36	22	30	32	40	35	45	37	23	41	23	12	26	16	13	50	4	7	38	36	46	37	20	7	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	38	21	46	21	1	34	23	19	45	3	18	43	4	40	47	11	42	4	34	43	1	25	2	26	23	29	36	10	8	16	50	49	34	11	47	13	6	30	13	19	9	34	38	49	3	30	46	35	9	25	26	16	14	50	40	7	29	23	50	42	25	2	50	31	7	42	7	45	28	22	29	1	32	34	18	10	19	5	8	40	27	44	10	22	27	13	12	46	14	4	26	46	17	43	9	33	31	9	26	30	28	38	46	35	49	30	48	30	48	47	12	2	22	12	30	31	25	13	10	45	9	1	50	26	9	12	48	35	50	40	38	18	23	25	24	28	44	21	20	2	18	38	41	21	40	8	23	7	37	12	21	33	24	34	23	3	2	41	40	49	40	30	44	40	23	9	35	16	18	16	38	23	14	44	40	6	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	29	6	50	41	8	6	1	31	33	49	41	43	36	29	15	31	16	40	18	32	37	16	1	35	23	1	8	15	15	20	21	17	11	25	40	11	34	43	33	11	32	29	6	49	11	37	14	8	23	13	3	48	1	29	29	37	40	16	13	27	1	10	18	19	16	4	38	33	43	45	34	8	42	30	50	31	34	31	46	19	24	41	33	18	8	13	5	30	18	25	12	38	13	26	16	15	40	18	16	34	33	1	36	27	47	41	28	50	40	33	14	6	13	30	31	16	23	46	26	28	11	27	12	1	45	22	50	37	19	21	18	3	3	13	42	43	1	3	46	31	32	23	36	43	44	15	46	9	19	50	10	15	19	35	35	45	8	34	48	24	3	28	37	5	9	18	12	17	18	6	32	39	35	31	22	15	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	11	34	33	47	39	22	32	29	47	6	50	12	46	6	23	43	30	4	13	29	39	40	18	26	43	49	38	2	41	47	12	43	4	31	8	42	33	5	3	10	46	29	7	42	10	6	32	10	11	8	42	22	39	50	33	41	12	15	50	7	34	16	8	47	32	3	43	12	18	8	20	22	32	26	43	14	29	12	18	14	32	13	2	19	21	50	9	6	40	48	17	31	24	24	49	28	7	6	31	15	43	49	35	22	25	30	22	24	13	42	48	36	3	46	32	43	33	46	47	28	47	43	50	28	37	9	36	11	9	13	5	43	24	9	42	9	30	3	33	28	11	2	18	5	34	13	15	43	31	40	16	19	30	43	38	15	48	14	1	2	13	45	17	44	39	28	28	34	2	48	22	16	1	46	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	34	6	11	19	49	26	4	16	19	22	44	15	32	4	32	47	9	15	25	10	12	45	32	32	17	8	20	7	49	6	23	36	22	41	43	6	20	25	26	49	5	29	25	48	19	18	14	36	2	2	4	19	15	25	19	19	33	27	14	14	28	19	4	45	8	16	16	33	14	26	40	39	44	3	36	41	13	6	41	48	27	34	25	17	28	35	28	23	30	48	16	46	25	33	38	14	47	6	41	8	37	27	15	4	15	19	37	37	25	20	3	19	6	21	50	42	14	13	17	24	49	1	40	31	8	16	50	23	16	4	37	45	7	50	8	10	15	44	10	28	4	3	49	25	1	48	32	39	44	27	35	36	47	30	44	7	20	22	5	30	1	10	50	13	40	7	45	17	36	21	23	15	8	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	34	41	36	5	35	17	30	34	5	23	23	10	33	36	7	13	46	41	27	9	31	15	43	4	25	16	50	33	16	13	21	32	26	4	23	31	3	39	38	4	48	30	28	16	46	49	46	11	23	10	15	26	44	14	24	15	4	16	13	11	18	38	5	30	29	44	17	47	15	1	8	29	23	20	20	30	19	50	27	49	28	34	40	43	48	19	19	21	41	7	21	9	22	3	46	2	20	5	21	7	33	47	39	13	30	26	34	11	26	10	24	6	3	7	39	23	5	3	25	6	34	36	32	45	9	15	1	14	45	19	33	15	14	32	45	46	32	10	32	44	28	26	49	48	46	4	45	28	5	32	44	38	4	2	40	11	4	27	12	30	27	21	15	10	42	13	24	4	45	8	37	40	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	36	26	19	27	6	10	5	46	41	37	41	23	46	1	19	44	35	19	35	36	11	26	49	42	48	41	46	18	24	29	33	15	46	44	8	13	11	23	2	6	23	45	41	41	2	3	20	16	21	7	46	11	30	1	25	36	5	47	47	14	24	41	4	36	26	28	5	50	3	5	20	48	47	42	9	3	8	2	48	37	45	30	30	26	30	38	26	18	25	29	26	9	23	30	23	46	29	3	23	19	4	9	37	1	43	43	39	33	3	41	16	16	3	20	4	47	33	32	10	42	13	48	24	12	39	3	50	42	8	13	18	5	26	32	47	13	40	48	30	13	23	3	19	23	20	20	14	42	28	29	31	22	14	34	5	18	47	17	5	6	12	32	6	47	39	29	46	46	25	30	8	40	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	33	43	10	17	5	11	49	14	27	47	27	43	17	36	6	20	47	43	7	16	3	1	27	44	9	22	37	50	7	6	47	22	30	10	5	41	47	33	25	43	15	7	31	40	38	31	46	12	48	7	39	50	44	36	16	45	16	42	45	26	45	42	5	48	49	38	4	35	38	47	28	16	25	12	12	47	40	45	1	45	25	39	7	47	35	49	43	3	43	39	27	3	16	47	2	8	3	19	7	41	45	15	29	36	8	48	20	18	33	18	43	20	20	20	15	39	26	32	11	5	22	44	50	31	31	42	32	45	39	41	16	27	12	35	1	8	32	33	7	12	18	44	48	45	34	31	10	30	7	49	25	34	3	1	37	8	48	37	16	16	17	25	50	23	39	43	29	17	43	43	29	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	11	1	20	16	21	8	35	3	29	35	48	36	33	30	34	12	17	32	16	10	15	39	41	41	13	35	15	1	25	30	41	35	28	22	36	24	34	37	14	25	1	23	27	37	14	45	45	19	50	50	35	4	31	13	13	44	4	17	45	35	46	37	24	33	9	15	19	9	23	36	17	6	18	10	15	49	33	26	28	37	29	7	4	45	34	33	4	33	9	31	44	30	41	9	25	20	12	12	22	29	33	50	9	41	31	5	29	48	35	26	46	37	33	13	24	41	48	28	48	50	5	39	17	34	49	17	30	40	35	48	31	46	39	44	4	48	17	29	14	36	18	20	4	10	16	43	34	8	14	15	49	7	17	42	33	18	45	23	49	3	16	35	13	8	20	29	44	9	2	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	30	45	10	43	3	44	49	13	50	6	49	1	11	32	25	50	13	14	44	19	26	29	28	24	3	37	33	18	40	34	16	19	35	48	31	31	24	46	33	40	50	5	22	43	19	22	23	21	7	46	20	12	6	42	17	7	17	12	2	33	10	32	45	25	7	21	20	39	12	44	39	49	36	44	6	45	10	15	10	6	26	13	48	3	36	42	39	11	2	47	35	31	15	2	50	37	29	5	24	40	6	47	34	15	33	31	44	39	48	21	1	49	31	15	1	33	15	15	13	11	40	16	35	9	36	8	9	14	47	10	3	38	12	44	42	6	23	6	28	38	24	1	35	41	47	35	46	8	49	4	25	8	27	35	19	41	35	29	44	18	11	5	4	17	19	34	40	16	38	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	32	26	26	23	50	27	31	2	38	37	16	12	24	32	11	39	21	15	45	27	40	19	2	6	49	42	34	17	4	21	27	14	43	22	29	15	47	42	5	39	13	48	28	37	31	17	46	4	32	16	24	44	29	25	24	40	24	15	33	10	43	40	21	9	1	30	23	6	41	8	14	49	25	10	24	48	38	31	31	35	14	32	9	20	36	44	23	6	39	27	6	4	15	17	10	33	29	28	9	17	13	31	50	21	40	38	16	6	34	33	10	6	4	48	39	20	42	22	46	6	26	3	40	41	46	37	41	40	45	23	19	13	11	16	4	19	2	43	3	24	20	23	32	35	42	16	27	47	40	15	13	26	11	24	1	23	31	14	48	36	48	8	40	32	16	41	4	35	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	38	23	7	48	42	48	13	17	21	27	21	45	38	40	18	9	41	40	21	4	45	28	12	20	10	48	34	11	47	16	22	25	21	2	17	3	8	11	47	28	6	4	46	42	43	20	7	41	50	24	16	34	37	34	16	12	19	17	27	13	31	24	39	33	11	48	39	14	12	39	23	28	23	40	21	31	33	9	42	10	30	12	27	37	45	36	35	15	33	10	12	49	41	10	20	34	19	35	8	23	9	43	48	23	8	42	49	4	41	38	7	30	46	32	43	46	46	11	9	40	39	40	17	2	44	30	45	25	25	15	16	21	34	19	40	28	44	41	48	6	12	7	15	4	38	5	5	20	14	43	40	44	41	17	41	24	38	45	9	12	49	8	6	18	49	37	
